street,zip_code,brand,LAT,LON
"129 Lake Ave, Yonkers, NY",10703,Foodtown,40.6346881,-74.150657
"905-13 Franklin Ave, Brooklyn, NY",11225,Foodtown,40.6789398,-73.9552225
"84-05 Parsons Blvd, Jamaica, Queens, NY",11432,Foodtown,40.7198631,-73.8090191
"47-33 Bell Blvd, Bayside, Queens, NY",11361,Foodtown,40.7560135,-73.7670879
"382 McDonald Ave, Brooklyn, NY",11218,Foodtown,40.6447814,-73.9801844
"173-09 Jamaica Ave, Jamaica, Queens, NY",11432,Foodtown,40.7082082,-73.7866506
"202-15 Hillside Ave, Hollis, NY",11423,Foodtown,40.7206,-73.761786
"1958-66 Ralph Ave, Brooklyn, NY",11234,Foodtown,40.6788802,-73.9216651
"87 Main Street, Hastings-on-Hudson, NY",10706,Foodtown,40.5126439,-74.2501055
"9105-27 3rd Ave, Brooklyn, NY",11209,Foodtown,40.5977342,-74.1449324
"250-04 Jericho Turnpike, Floral Park, NY",11001,Foodtown,40.7285888,-73.7037598
"1949 Stillwell Ave, Brooklyn, NY",11223,Foodtown,40.5989992,-73.9853179
"1490 Clove Road, Staten Island, NY",10301,Foodtown,40.6121258,-74.0994992
"301 Jerusalem Ave, Hempstead, NY",11530,Foodtown,40.6508971,-73.9547634
"611-625 Merrick Avenue, East Meadow, NY",11554,Foodtown,40.601063,-74.111555
"373 Merrick Ave, Merrick, NY",11566,Foodtown,40.601063,-74.111555
"7510 5th Ave, Brooklyn, NY",11209,Ctown,40.6293058,-74.0230938
"330 Graham Avenue, Brooklyn, NY",11211,Ctown,40.7143904,-73.9441049
"330 Utica Ave, Brooklyn, NY",11213,Ctown,40.6666815,-73.9314604
"2115 Pitkin Avenue, Brooklyn, NY",11207,Ctown,40.6723793,-73.8942863
"146 E 98th St, Brooklyn, NY",11212,Ctown,40.786749,-73.9495001
"29 Belmont Ave, Brooklyn, NY",11212,Ctown,40.6688021,-73.9093419
"241 Taaffe Pl, Brooklyn, NY",11205,Ctown,40.6905871,-73.959228
"5686 Mosholu Ave, Bronx, NY",10471,Ctown,40.9052729,-73.9009813
"4265 Katonah Ave, Bronx, NY",10470,Ctown,40.8973741,-73.8673213
"385 City Island Ave, Bronx, NY",10464,Ctown,40.8492696,-73.7874258
"3220 3rd Ave, Bronx, NY",10451,Ctown,40.8233552,-73.9087477
"264 E 204th St, Bronx, NY",10458,Ctown,40.8738757,-73.8840558
"110-14 Farmers Blvd, Hollis, NY",11412,Ctown,40.7029054,-73.7668999
"195-09 Jamaica Ave, Jamaica, NY",11423,Ctown,40.7134254,-73.7656878
"1721 First Ave, New York, NY",10128,Ctown,40.7790791,-73.948009
"1016 St. Nicholas Ave, New York, NY",10032,Ctown,40.8351019,-73.9395358
"98-02 Jamaica Ave, Woodhaven, NY",11421,Ctown,40.6946208,-73.8473752
"21-30 Newtown Ave, Astoria, NY",11102,Ctown,40.7713493,-73.9250626
"870 Cypress Ave, Queens, NY",11385,Ctown,40.6994527,-73.9054444
"115-34 Sutphin Blvd, Queens, NY",11434,Ctown,40.6838644,-73.7927413
"108-54 Guy R Brewer Blvd, Queens, NY",11433,Ctown,40.6951027,-73.7905097
"107-66 Cross Bay Blvd, Queens, NY",11417,Ctown,40.6770947,-73.8441848
"63-76 Woodhaven Boulevard, Queens, NY",11374,Ctown,40.7224089,-73.8678072
"218-51 Hempstead Ave, Queens Village, NY",11429,Ctown,40.7108991,-73.7272908
"2071 Clove Rd, Staten Island, NY",10304,Ctown,40.6053083,-74.0832808
"2841 Broadway, New York, NY",10025,Westside Market,40.804438,-73.9668586
"84 Third Avenue, New York, NY",10003,Westside Market,40.8402392,-73.8997002
"180 Third Avenue, New York, NY",10003,Westside Market,40.8402392,-73.8997002
"77 Seventh Avenue, New York, NY",10011,Westside Market,40.6340024,-74.0142876
"1407 Lexington Avenue, New York, NY",10128,Westside Market,40.7834237,-73.9525136
"170 West 23rd Street, New York, NY",10011,Westside Market,40.7438479,-73.9954656
"1535 Bedford Ave, Brooklyn",11216,Union Market,40.6708151,-73.9548342
342 Flatbush Avenue,11238,Union Market,40.6760703,-73.9718884
"754-756 Union Street, Brooklyn",11215,Union Market,40.6778567,-73.9841727
"402-404 Seventh Avenue, Brooklyn",11215,Union Market,40.6340024,-74.0142876
"288 Court Street, Brooklyn",11231,Union Market,40.6843504,-73.9952561
"240 East Houston Street, New York, NY",10002,Union Market,40.7223696,-73.9859805
"144-74 Northern Blvd, Flushing, NY",11354,H Mart,40.7535695,-73.914158
"142-41 Roosevelt Ave, Flushing",11354,H Mart,40.7609949,-73.8248706
48-18 Northern Blvd,11101,H Mart,40.7531075,-73.9146357
59-18 Woodside Ave,11377,H Mart,40.7450652,-73.9048696
"46-40 Francis Lewis Blvd, Bayside",11361,H Mart,40.753587,-73.7811817
"142-06 41st Ave., Flushing",11355,H Mart,40.7592463,-73.8256352
"156-40 Northern Blvd, Flushing",11354,H Mart,40.7629334,-73.8089358
"29-02 Union St., Flushing",11354,H Mart,40.7719456,-73.8267946
"315 SOUTH END AVE, New York, NY",10280,Gristedes,40.7103672,-74.0163789
"3 SHERIDAN SQ W 4TH ST, New York, NY",10014,Gristedes,40.732841,-74.002124
"225 9TH AVE 24TH STREET, New York, NY",10011,Gristedes,40.739331,-73.982212
"225 8TH AVE 20TH ST, New York, NY",10011,Gristedes,40.736794,-73.984052
"101 CLARK ST BKLYN, New York, NY",11201,Gristedes,40.63439,-73.95027
"307 W 26TH ST & 8TH AVE, New York, NY",10001,Gristedes,40.746804,-73.997514
"25 University place, New York, NY",10003,Gristedes,40.7318147,-73.9943928
"907TH 8TH AVE ST, New York, NY",10019,Gristedes,40.739396,-74.002789
"355 1ST AVE 20TH STREET, New York, NY",10009,Gristedes,40.7353388,-73.9799132
"25 WATERSIDE PLAZA FDR DR, New York, NY",10010,Gristedes,40.73704,-73.974521
"748 2ND AVE 40TH ST, New York, NY",10017,Gristedes,40.747772,-73.971392
"504 COLUMBUS AVE 84ST, New York, NY",10024,Gristedes,40.7872366,-73.9716534
"2704 103RD & BROADWAY, New York, NY",10025,Gristedes,40.7617198,-73.8018206
"1208 1ST AVE 65ST, New York, NY",10021,Gristedes,40.7636568,-73.95915
"1365 3RD AVE 78TH ST, New York, NY",10075,Gristedes,40.7733511,-73.9577457
"1446 2ND AVE 75THST, New York, NY",10021,Gristedes,40.767724,-73.949756
"1450 E 83RD & 3RD AVE, New York, NY",11028,Gristedes,40.8005038,-73.9381606
"1343 LEX AVE 89TH ST, New York, NY",10128,Gristedes,40.776863,-73.943359
"1644 YORK AVE 87TH, New York, NY",10028,Gristedes,40.6944028,-73.8448988
"1630 Bruckner Blvd., Bronx, NY",10473,Food Bazaar,40.8239057,-73.87376
"238 E. 161st Street, Bronx, NY",10451,Food Bazaar,40.8253711,-73.919787
"445 East 163rd. Street, Bronx, NY",10451,Food Bazaar,40.8244607,-73.9096383
"535 East 170th Street, Bronx, NY",10456,Food Bazaar,40.8346244,-73.9015302
"Bronx Terminal Market - 610 Exterior St. Level 4, Bronx, NY",10451,Food Bazaar,40.8217248,-73.9299802
"111-10 Flatlands Avenue, Brooklyn, NY",11207,Food Bazaar,40.6207706,-73.9360627
"417 Junius Street, Brooklyn, NY",11212,Food Bazaar,40.6651071,-73.9015099
"21 Manhattan Avenue, Brooklyn, NY",11206,Food Bazaar,40.7030259,-73.944613
"1102 Myrtle Avenue, Brooklyn, NY",11206,Food Bazaar,40.6969259,-73.9350103
"480-500 Van Brunt Street, Brooklyn, NY",11231,Food Bazaar,40.684993,-74.0051553
"1682 St. John's Place, Brooklyn, NY",11233,Food Bazaar,40.63439,-73.95027
"454 Wyckoff Avenue, Brooklyn, NY",11237,Food Bazaar,40.6981058,-73.9094487
"217-20 Linden Blvd, Queens, NY",11411,Food Bazaar,40.6954304,-73.7419046
"201 East 125th St, New York, NY",10035,Food Bazaar,40.8037247,-73.935475
"3560 Junction Blvd., Corona, NY",11368,Food Bazaar,40.7416232,-73.8675668
"97-27 57th Avenue, Corona, NY",11368,Food Bazaar,40.7378681,-73.8629558
"242-02 61st Avenue, Douglaston, NY",11362,Food Bazaar,40.7546078,-73.7399262
"58-01 Junction Blvd, Elmhurst, NY",11373,Food Bazaar,40.7357978,-73.8651678
"34-20 Junction Blvd., Jackson Heights, NY",11372,Food Bazaar,40.7541784,-73.8725864
"42-02 Northern Blvd., Long Island City, NY",11101,Food Bazaar,40.7524294,-73.9217039
"1590 Gates Avenue, Ridgewood, NY",11385,Food Bazaar,40.7007319,-73.9106577
"1080 Mcdonald Ave, Brooklyn, New York",11230,ShopRite,40.6267325,-73.977121
"590 Gateway Drive, Brooklyn, New York",11239,ShopRite,40.6549049,-73.8688324
"2656 Hylan Boulevard, Staten Island, New York",10306,ShopRite,40.5663678,-74.1114487
"1994 Bruckner Blvd, Bronx, NY",10473,ShopRite,40.8252655,-73.8566272
